user_id,secs_elapsed
00023iyk9l,867896.0
0010k6l0om,586543.0
001wyh0pz8,282965.0
0028jgx1x1,297010.0
002qnbzfs5,6487080.0
0031awlkjq,39574.0
0035hobuyj,5724670.0
00378ocvlh,1827164.0
00389675gq,2605711.0
003iamz20l,1590236.0
0048rkdgb1,329852.0
0057snrdpu,1323458.0
005jc3nbmb,2793945.0
005v5uf4dh,177779.0
0063bawn05,2978016.0
006ml14zc1,204263.0
006mls2sjw,2424268.0
006t3vhawl,815416.0
006z8b0uws,324222.0
0075z9e9xv,3586976.0
007gj7kqdk,370406.0
009a40t3dk,2079299.0
00a8dbifj8,496196.0
00allnceb8,
00an0o6c07,462755.0
00b9hfwaak,889009.0
00bn6hu437,913400.0
00bowi9sn3,75568.0
00bqkh0g5i,874.0
00bxmflswn,3406670.0
00c8w2zol1,4148.0
00cdlcsaxu,822013.0
00cu8ilsh0,947268.0
00cyqikqy3,375194.0
00d41chbjd,1373421.0
00dj8as8yl,265676.0
00du2h6jcx,397319.0
00e4nxhdvv,182551.0
00e8bokexa,901.0
00ep2pem90,1319493.0
00epe0uaxo,1681171.0
00eqsrxf1a,137362.0
00fhpdik5t,221087.0
00fn6wu77e,2627237.0
00fyswof3k,3625032.0
00g3pdo41k,475182.0
00g52q8uim,511514.0
00gnokb79e,303884.0
00gpn5xx7t,5198486.0
00guzlz8b8,2505549.0
00hy2p1zsj,277080.0
00iapy7gb3,838194.0
00imb14nx5,3227.0
00ipxpr25h,119373.0
00j0znb0n6,1188962.0
00j993htr2,2682499.0
00j9fxfvut,8261.0
00jbbo26ah,1323038.0
00jcwpqbl2,4642.0
00jp2043rl,312674.0
00kbbr6qom,891679.0
00kc2e4bgp,2404439.0
00kdqzjqmm,158831.0
00kpv7ok66,1184058.0
00lglrzikw,1237193.0
00ljwkmboz,3328492.0
00lmbolz20,1912166.0
00m6r72cz5,373135.0
00mf69gfet,3111616.0
00mxgl4bmi,2778.0
00nd20ya9v,3694189.0
00od2fx9cx,163693.0
00pnmrr9y4,223247.0
00pxs10250,3041578.0
00q5gbt7y3,1797000.0
00qhpquukc,1545.0
00raoz1gfp,5104274.0
00rc560l5d,1445158.0
00rhdi533j,9925834.0
00ri3ux25n,1542921.0
00rri85g49,1073.0
00rudms01g,2066612.0
00s1ecz3b2,538674.0
00s4r7wk7c,82274.0
00smy0z227,242990.0
00tkidvaw5,635117.0
00tol0jq6b,672402.0
00u60lmz9p,488093.0
00uh75242k,310704.0
00urnt6rg8,6197114.0
00v0o06skl,3298771.0
00v3py7ooq,1422653.0
00v742bb74,439587.0
00ycccvlbm,63741.0
00ycgxqszj,1382918.0
00ye4r0vr2,102751.0
00zfq9bobc,1524296.0
00zmemwtfc,2912464.0
0101qa70hh,2247023.0
0103eppomz,607587.0
010u9xtmry,992243.0
01154kld3t,317728.0
01188d2ec6,1896872.0
011iw8wp1i,1190550.0
0123a3t7jn,145774.0
012arqz80g,1037.0
01416gkt5f,289743.0
0159z3qxdu,988011.0
015fy89ycb,464683.0
015wz0i7jm,686483.0
0162c7s9xo,763338.0
0165xv7l4p,2015651.0
0171cgdh5r,14802.0
0174n9s5zb,1258719.0
017hizxm3t,182860.0
017rmzerma,484722.0
017xmi55i2,3674.0
018hagx0ak,926987.0
018ohg6x31,465689.0
018pzk08a1,1798070.0
019chjonln,3199846.0
019h7z9hyq,371.0
019m4zvzgn,323614.0
019mc8biwf,5045695.0
019rnywata,155703.0
01a4aq3lx5,777435.0
01abo5ge4d,1016151.0
01azaxsab3,3586427.0
01b1nq2bd3,3994.0
01b38fp04a,2042170.0
01bgo63nhd,373100.0
01bkwy6yj6,491548.0
01c9r7ie91,1717504.0
01cj73ax7u,1361672.0
01d0rmob25,579418.0
01dayfw8pb,1580084.0
01dh30zqjd,1109085.0
01dh6l1e0v,1266427.0
01dq5wt9wi,3985747.0
01e5z8uboa,2163837.0
01ew44r315,370608.0
01exzqnc72,860212.0
01ez9tkx4j,4572293.0
01fg7p4sw4,2855819.0
01fw2lvx95,720017.0
01fwvwj7ty,498622.0
01h3bi25td,45162.0
01h847y59t,1198247.0
01hfd5lsel,1022633.0
01hwxjvgv9,3232922.0
01imhrckdb,1496171.0
01isr5pepu,308825.0
01j8386d5o,2862775.0
01jpu3s93u,2317.0
01k7ukdrq8,1765760.0
01khid4m8b,2210089.0
01kv2ppj25,16484604.0
01l0vcvuks,224265.0
01l5gtpaww,10524.0
01lepjs4ob,986185.0
01luupsq2i,314583.0
01m8ip0i8n,23133.0
01mc83wvzb,284518.0
01mlkg3zzo,350545.0
01nq1sjufy,907313.0
01nvbbx1ex,121677.0
01o9c11yqp,158693.0
01p3ynmfs7,5176040.0
01p5c8u6uu,620854.0
01p6v22cpv,3269794.0
01pf0x59hw,75198.0
01prgm98hp,938358.0
01pu2kpp16,437063.0
01qg7x3r0i,319358.0
01qvb6ufnz,2508647.0
01r1eo9sy4,1266924.0
01r1jwa1bt,2783234.0
01r3iatdvv,813485.0
01rhnp842p,260239.0
01rxy1cqen,2417517.0
01sab9628i,4694.0
01t3q8gtl5,3523954.0
01toc3l9y5,1705501.0
01txi6fdmp,321306.0
01uqiyywt0,2294.0
01v8snvai9,433302.0
01vcdymtdm,7330.0
01vm0x5xgu,1272200.0
01vn1up05f,146278.0
01vqtdhket,388064.0
01w22yhf78,10098403.0
01w5zolph1,793623.0
01wlak3qqf,96671.0
01wt0ipfjy,2910969.0
01wx38ktej,130879.0
01x9xtvnj9,589118.0
01xw5fkmyq,87901.0
01y0pr4z4m,355259.0
01y5ghkbcn,320097.0
01y7ip21qv,701151.0
01y7vkmqv1,4096352.0
01z9aubobv,409496.0
01zb5k0yh2,425885.0
01zm75r23f,1068760.0
0204hiia1e,1732308.0
020ia9eujh,675913.0
020qjhjqe8,564988.0
020t9l5tx8,458405.0
021h9b5hoe,2401600.0
021hmh1f5i,282185.0
021jjbvslg,802953.0
021vzwpa8w,876329.0
022m8al7xx,1678255.0
022tctcqid,86629.0
023mzjguit,1010238.0
024ata8x3d,268993.0
025qxbsaog,174220.0
025sv1949e,455462.0
0262vs5rv9,3077993.0
026a0etyle,773985.0
026vkxnrk4,2711577.0
02708gikhn,1498668.0
0283egj0y1,3189258.0
0291diw5cw,3764778.0
029elfv342,389592.0
029q92mbfc,1158339.0
02a81kpn4e,1261120.0
02asl3rrf6,7828503.0
02ba36r0nc,598046.0
02bt4nuqa7,5356619.0
02c9qrqjjj,86000.0
02ce32w92h,3599028.0
02cge47jti,5551.0
02czjh08pf,519180.0
02de4s2hih,465662.0
02dhda2kmg,167082.0
02ecq5h910,578719.0
02eegxrmj7,561183.0
02fcjjq68w,72716.0
02fijefank,709910.0
02fmcylrlm,152217.0
02fn9c7olr,3777087.0
02fpbgovh4,743774.0
02g0fo4l82,1478653.0
02g9duq4ga,1516511.0
02gffb0lmn,918630.0
02havb7pzy,574876.0
02iiv5uezr,381719.0
02ik7t8rkk,2342204.0
